Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
22,9,1.22,8,Laptop,Action,Asia,On-Time,Basic,No,1,62,4921,5
29,10,2.85,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,No,9,18,2979,3
42,9,3.28,8,Laptop,Drama,Asia,On-Time,Standard,No,2,42,7008,5
34,9,3.74,7,Mobile,Sci-fi,Asia,Delayed,Standard,No,5,70,4397,1
51,2,2.83,2,Laptop,Action,Africa,On-Time,Standard,No,1,70,8607,2
5,8,2.69,7,Laptop,Comedy,Africa,On-Time,Standard,No,3,24,9022,3
23,8,5.07,9,Mobile,Sci-fi,Oceania,On-Time,Standard,No,0,46,6652,2
39,3,1.82,4,Laptop,Comedy,Asia,Delayed,Basic,No,4,59,3167,2
58,8,3.6,7,Laptop,Drama,Asia,On-Time,Standard,No,4,51,9581,5
36,7,3.47,8,Laptop,Drama,North America,On-Time,Standard,No,7,25,9883,1
20,9,5.88,9,Mobile,Action,South America,On-Time,Standard,No,2,38,8540,1
31,5,3.75,1,Tablet,Romance,North America,Delayed,Standard,No,0,51,9893,1
17,7,2.87,8,Mobile,Sci-fi,Africa,On-Time,Basic,No,1,31,2013,4
55,10,2.44,7,Tablet,Action,Europe,On-Time,Standard,No,1,29,3515,5
53,8,3.56,8,Laptop,Sci-fi,Europe,On-Time,Basic,No,4,26,3389,2
17,9,4.57,10,Mobile,Sci-fi,North America,On-Time,Basic,No,4,38,3547,1
5,6,2.98,3,Tablet,Romance,Europe,Delayed,Standard,Yes,4,47,7189,5
25,10,5.32,8,Laptop,Drama,Asia,On-Time,Standard,No,1,58,4127,2
27,2,4.29,2,Mobile,Action,Oceania,On-Time,Basic,No,10,18,8053,1
50,10,1.29,7,Laptop,Drama,Europe,On-Time,Premium,No,8,18,8061,2
35,7,2.23,7,Smart TV,Comedy,North America,On-Time,Standard,No,1,45,2470,3
2,10,3.18,9,Laptop,Comedy,North America,On-Time,Basic,No,10,26,4356,5
16,10,3.95,9,Mobile,Romance,Asia,On-Time,Standard,No,8,69,1530,5
23,9,5.78,8,Smart TV,Drama,Oceania,On-Time,Basic,No,0,66,3335,1
50,7,2.15,9,Mobile,Comedy,Africa,On-Time,Basic,No,1,49,3854,2
37,7,1.49,9,Mobile,Comedy,North America,On-Time,Standard,No,4,38,2227,3
59,7,4.76,10,Tablet,Romance,Europe,Delayed,Basic,No,9,29,4483,5
25,9,3.78,9,Tablet,Romance,Europe,On-Time,Premium,No,7,33,4791,1
17,9,1.9,9,Laptop,Action,Asia,Delayed,Standard,Yes,10,26,2916,2
59,4,2.23,5,Tablet,Romance,Europe,On-Time,Basic,No,7,56,3692,3
31,8,2.59,8,Smart TV,Sci-fi,South America,Delayed,Basic,No,5,21,7779,2
54,2,1.5,1,Laptop,Drama,Asia,On-Time,Basic,No,6,19,2735,5
42,8,5.51,8,Laptop,Sci-fi,North America,On-Time,Basic,No,6,60,7874,4
57,9,5.37,9,Mobile,Romance,Africa,On-Time,Basic,No,7,62,7058,4
30,6,3.76,1,Smart TV,Romance,North America,On-Time,Standard,No,7,45,4874,2
31,9,2.38,8,Smart TV,Comedy,South America,On-Time,Premium,No,5,32,3397,4
44,3,3.16,2,Mobile,Sci-fi,Europe,On-Time,Standard,No,8,68,1524,4
28,10,2.1,7,Tablet,Romance,Africa,Delayed,Basic,No,1,25,8045,1
33,2,5.92,6,Smart TV,Action,Oceania,Delayed,Basic,No,2,28,6403,2
25,3,3.92,3,Laptop,Comedy,North America,On-Time,Basic,No,4,59,5524,3
14,4,5.48,1,Laptop,Action,Oceania,On-Time,Standard,Yes,4,35,9831,2
37,7,5.19,10,Laptop,Action,Europe,On-Time,Basic,No,6,60,6169,4
2,10,3.66,10,Smart TV,Romance,Africa,On-Time,Basic,No,2,43,7064,3
57,8,2.33,8,Laptop,Romance,South America,Delayed,Basic,No,10,24,5466,4
33,8,2.18,7,Laptop,Drama,Oceania,Delayed,Premium,No,10,48,4714,5
11,9,3.37,7,Laptop,Drama,Oceania,Delayed,Standard,Yes,0,28,4599,4
30,8,1.67,9,Mobile,Romance,Asia,On-Time,Basic,No,8,44,6700,3
5,2,5.58,2,Laptop,Romance,North America,On-Time,Standard,No,2,43,6623,1
32,9,5.72,10,Tablet,Drama,Asia,On-Time,Basic,No,1,51,2013,5
43,3,5.84,1,Smart TV,Drama,Oceania,On-Time,Premium,No,9,46,3164,1
4,10,1.52,8,Tablet,Action,South America,On-Time,Standard,No,2,49,8153,2
40,9,5.8,8,Mobile,Sci-fi,Oceania,On-Time,Standard,No,5,25,7012,5
23,10,1.39,7,Laptop,Comedy,Asia,Delayed,Premium,Yes,1,58,8636,3
4,2,5.99,3,Laptop,Romance,Europe,On-Time,Standard,No,6,32,8603,3
26,1,1.45,4,Smart TV,Drama,Europe,On-Time,Basic,No,0,30,3808,3
45,8,1.76,9,Mobile,Sci-fi,Africa,On-Time,Standard,No,1,42,5377,2
13,8,1.81,9,Mobile,Sci-fi,North America,On-Time,Premium,No,6,23,6746,3
22,9,4.05,10,Tablet,Comedy,Asia,Delayed,Basic,Yes,6,21,7144,1
27,7,2.88,10,Smart TV,Drama,Africa,On-Time,Basic,No,1,26,3973,3
32,10,1.3,8,Smart TV,Comedy,Europe,On-Time,Basic,No,0,38,2293,4
48,8,3.12,10,Smart TV,Drama,Europe,On-Time,Premium,No,3,67,8329,5
32,8,1.87,9,Mobile,Comedy,Asia,On-Time,Premium,No,6,46,3656,5
8,9,5.84,9,Mobile,Romance,Europe,On-Time,Standard,No,8,41,7483,5
7,2,3.86,5,Laptop,Romance,Africa,Delayed,Basic,Yes,3,26,5720,3
17,7,5.16,8,Mobile,Action,Africa,On-Time,Basic,No,8,60,8526,1
8,6,2.17,3,Tablet,Comedy,Asia,Delayed,Premium,Yes,9,69,3221,2
8,9,5.79,7,Tablet,Comedy,Oceania,On-Time,Basic,No,9,38,1110,4
60,1,4.95,5,Laptop,Romance,South America,On-Time,Standard,No,1,52,8105,5
60,1,4.05,6,Tablet,Sci-fi,Asia,On-Time,Basic,No,5,39,4023,4
7,10,3.0,10,Mobile,Comedy,North America,On-Time,Basic,No,2,70,1082,1
12,10,2.61,8,Laptop,Comedy,North America,On-Time,Basic,No,1,51,8718,4
37,4,2.18,3,Mobile,Comedy,Africa,On-Time,Basic,No,8,45,4818,4
38,9,5.42,9,Tablet,Action,Oceania,On-Time,Standard,No,4,34,1506,4
26,10,2.93,10,Mobile,Sci-fi,Europe,On-Time,Premium,No,0,53,6405,3
55,9,1.32,7,Tablet,Comedy,Oceania,On-Time,Basic,No,3,32,6748,5
4,4,2.15,5,Tablet,Action,Asia,On-Time,Basic,No,6,61,4107,2
58,7,2.73,10,Tablet,Drama,South America,On-Time,Basic,No,2,59,5870,3
44,10,2.5,10,Mobile,Sci-fi,Oceania,On-Time,Premium,No,10,46,1054,2
1,7,3.07,7,Smart TV,Sci-fi,Africa,Delayed,Basic,Yes,0,31,4811,1
5,9,4.82,9,Mobile,Sci-fi,Africa,Delayed,Basic,Yes,9,54,3329,3
31,10,5.0,10,Mobile,Romance,South America,On-Time,Standard,No,4,42,6581,3
50,7,1.18,10,Smart TV,Romance,Africa,Delayed,Premium,No,6,54,5124,1
59,7,1.63,8,Mobile,Action,Asia,On-Time,Premium,No,4,61,1708,3
21,7,2.43,7,Laptop,Sci-fi,Africa,Delayed,Premium,Yes,10,24,4786,4
28,9,4.07,8,Mobile,Romance,Asia,On-Time,Standard,No,10,46,5534,1
25,9,4.96,10,Smart TV,Drama,North America,On-Time,Basic,No,0,39,6155,4
12,7,5.24,7,Mobile,Sci-fi,North America,Delayed,Premium,Yes,8,20,7656,4
58,10,4.12,8,Smart TV,Sci-fi,South America,On-Time,Basic,No,2,25,5489,1
54,6,2.64,6,Tablet,Romance,Europe,On-Time,Premium,No,8,49,8820,1
5,8,4.38,8,Tablet,Action,Africa,On-Time,Premium,No,0,63,3862,1
42,3,4.69,4,Smart TV,Comedy,South America,On-Time,Standard,No,7,43,9390,2
58,2,1.53,3,Laptop,Sci-fi,Oceania,Delayed,Basic,No,0,25,4844,5
14,4,3.58,1,Laptop,Comedy,South America,On-Time,Basic,Yes,8,47,3909,2
32,7,1.25,9,Laptop,Comedy,South America,Delayed,Standard,No,5,27,6430,4
29,7,2.39,7,Smart TV,Sci-fi,South America,On-Time,Standard,No,1,38,9130,1
3,1,1.37,3,Smart TV,Action,South America,Delayed,Basic,Yes,1,48,6440,5
56,3,3.26,6,Tablet,Sci-fi,Africa,On-Time,Basic,No,0,56,6132,1
33,3,3.46,2,Smart TV,Drama,Europe,On-Time,Basic,No,0,65,7597,2
23,7,1.79,10,Mobile,Sci-fi,Oceania,Delayed,Standard,Yes,3,51,3646,1
35,8,5.73,8,Mobile,Romance,Europe,On-Time,Basic,No,7,47,8663,4
51,8,2.42,10,Tablet,Romance,South America,On-Time,Premium,No,6,50,5628,3
53,3,5.31,5,Smart TV,Sci-fi,Africa,On-Time,Premium,No,6,61,5358,2
19,1,3.68,6,Smart TV,Sci-fi,Africa,On-Time,Premium,No,3,40,8344,3
11,9,3.08,10,Tablet,Sci-fi,Europe,On-Time,Basic,No,3,58,7875,2
39,7,2.49,8,Laptop,Comedy,Europe,On-Time,Premium,No,9,40,5188,1
38,10,4.45,7,Tablet,Action,Oceania,On-Time,Basic,No,10,40,1621,4
41,2,4.08,6,Mobile,Comedy,Oceania,On-Time,Basic,No,7,39,8851,2
8,3,1.53,1,Mobile,Sci-fi,Oceania,On-Time,Premium,No,8,51,3887,5
43,9,1.16,8,Tablet,Action,North America,On-Time,Standard,No,1,51,3874,3
46,6,4.94,1,Mobile,Action,North America,Delayed,Basic,No,6,62,2623,1
29,3,3.59,4,Laptop,Sci-fi,North America,On-Time,Premium,No,1,58,2920,4
47,2,4.39,5,Tablet,Sci-fi,Europe,On-Time,Basic,No,1,48,4220,4
43,10,3.44,7,Mobile,Drama,Asia,On-Time,Standard,No,0,67,9943,4
59,8,4.49,9,Tablet,Action,Asia,On-Time,Premium,No,9,42,3264,5
60,7,1.46,8,Mobile,Comedy,North America,On-Time,Standard,No,0,25,1145,1
49,10,4.86,7,Tablet,Sci-fi,Europe,On-Time,Standard,No,3,28,2720,5
4,10,2.03,8,Mobile,Comedy,North America,Delayed,Standard,Yes,0,55,5379,2
11,8,5.04,7,Smart TV,Comedy,North America,On-Time,Standard,No,7,42,1300,2
3,8,3.9,7,Tablet,Action,North America,On-Time,Standard,No,2,42,1161,3
27,6,1.64,2,Mobile,Action,Europe,Delayed,Basic,No,8,42,4212,5
46,10,4.73,10,Laptop,Action,Europe,On-Time,Premium,No,7,31,4178,2
49,3,4.51,5,Tablet,Comedy,North America,On-Time,Standard,No,3,61,8494,5
31,10,1.55,10,Tablet,Comedy,North America,On-Time,Standard,No,9,52,7844,2
2,4,3.2,2,Tablet,Romance,Europe,On-Time,Standard,No,8,65,8479,5
19,7,4.58,9,Laptop,Drama,Africa,Delayed,Premium,Yes,6,50,2047,3
6,8,5.31,8,Mobile,Action,Europe,On-Time,Basic,No,4,32,2668,1
28,6,2.24,1,Tablet,Sci-fi,Europe,On-Time,Basic,No,2,22,6663,4
1,5,3.69,5,Laptop,Romance,Asia,On-Time,Premium,No,8,33,7931,3
44,7,2.72,7,Tablet,Sci-fi,Europe,On-Time,Premium,No,7,68,2396,3
21,9,2.46,7,Tablet,Sci-fi,Asia,Delayed,Basic,Yes,6,36,8295,4
37,8,1.11,10,Smart TV,Drama,Asia,On-Time,Standard,No,5,70,7541,4
15,5,5.4,1,Laptop,Drama,North America,On-Time,Premium,No,0,65,4626,5
38,9,1.66,7,Laptop,Drama,Africa,On-Time,Standard,No,3,67,9398,3
56,5,5.29,3,Smart TV,Romance,Africa,On-Time,Basic,No,6,58,4407,1
14,4,1.03,6,Mobile,Drama,Europe,Delayed,Basic,Yes,5,38,8737,2
58,10,4.39,8,Mobile,Action,Oceania,On-Time,Premium,No,3,48,2427,3
44,7,2.53,7,Mobile,Action,Asia,On-Time,Standard,No,6,57,9862,5
7,7,3.29,8,Smart TV,Romance,Europe,On-Time,Premium,No,1,44,1942,2
11,10,1.16,7,Mobile,Comedy,Africa,Delayed,Standard,Yes,0,21,3591,4
6,8,4.44,10,Tablet,Action,Africa,On-Time,Premium,No,8,65,1981,4
16,7,5.95,7,Smart TV,Sci-fi,Africa,On-Time,Premium,No,6,47,1861,2
10,7,1.76,7,Laptop,Action,South America,On-Time,Standard,No,6,39,2767,4
54,4,4.94,5,Smart TV,Romance,Asia,On-Time,Basic,No,9,67,6785,1
34,8,5.11,9,Smart TV,Drama,North America,Delayed,Standard,No,8,63,2025,4
28,2,4.62,2,Smart TV,Action,South America,On-Time,Basic,No,9,18,9328,5
36,9,5.25,7,Mobile,Sci-fi,North America,On-Time,Basic,No,6,32,7245,1
36,10,5.39,9,Tablet,Romance,South America,Delayed,Standard,No,0,48,4311,3
32,8,1.6,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,No,9,46,1887,1
24,8,1.84,7,Tablet,Drama,Oceania,On-Time,Basic,No,3,27,9501,1
23,8,1.5,10,Mobile,Romance,Africa,Delayed,Basic,Yes,6,54,3680,1
46,7,4.97,8,Tablet,Drama,Europe,On-Time,Premium,No,0,21,9941,5
56,8,2.34,10,Smart TV,Action,Asia,Delayed,Basic,No,5,47,5986,4
46,9,5.24,8,Tablet,Romance,Europe,On-Time,Basic,No,1,60,1691,1
54,7,2.33,7,Mobile,Action,Asia,On-Time,Standard,No,3,62,3899,5
2,6,1.65,4,Mobile,Comedy,Europe,Delayed,Premium,Yes,0,57,4668,2
1,6,3.79,2,Mobile,Action,Europe,Delayed,Basic,Yes,0,30,9774,2
58,5,5.96,6,Tablet,Action,South America,On-Time,Basic,No,7,34,1916,2
58,4,2.62,1,Smart TV,Comedy,Europe,On-Time,Standard,No,4,33,3741,4
42,6,2.22,3,Laptop,Action,Oceania,On-Time,Premium,No,6,64,2232,4
25,6,3.36,5,Mobile,Sci-fi,Europe,On-Time,Premium,No,8,54,1928,4
55,7,4.81,7,Laptop,Action,North America,Delayed,Basic,No,1,47,3855,5
52,1,3.46,4,Tablet,Sci-fi,North America,On-Time,Basic,No,8,40,6923,3
26,8,4.05,8,Tablet,Romance,North America,Delayed,Basic,No,6,27,5135,2
12,8,3.57,8,Mobile,Romance,Africa,On-Time,Basic,No,10,18,7428,2
60,10,3.47,7,Smart TV,Action,Asia,On-Time,Basic,No,3,20,5633,2
24,5,5.77,1,Laptop,Comedy,North America,On-Time,Basic,No,4,43,5380,2
23,7,1.77,9,Laptop,Drama,Europe,On-Time,Standard,No,10,50,2338,1
9,10,4.21,8,Smart TV,Romance,Oceania,On-Time,Premium,No,5,39,3249,2
32,8,4.33,10,Smart TV,Sci-fi,South America,On-Time,Premium,No,9,34,8867,1
57,9,5.08,8,Smart TV,Comedy,Oceania,On-Time,Basic,No,10,46,6618,4
55,9,5.92,10,Mobile,Drama,Oceania,On-Time,Basic,No,7,41,2608,3
41,9,5.21,8,Laptop,Drama,North America,On-Time,Standard,No,8,59,6508,4
21,10,2.07,8,Laptop,Drama,South America,Delayed,Standard,Yes,7,58,6647,3
37,7,1.06,7,Laptop,Drama,Africa,On-Time,Standard,No,10,52,7887,4
14,4,4.8,4,Laptop,Action,Europe,On-Time,Basic,No,8,22,6723,5
56,7,4.37,7,Tablet,Drama,Africa,On-Time,Premium,No,1,50,1554,2
11,10,3.49,10,Tablet,Drama,Africa,Delayed,Premium,Yes,1,67,3328,5
32,9,2.16,9,Smart TV,Comedy,Oceania,On-Time,Standard,No,7,61,4136,4
28,9,4.29,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,1,49,1944,5
27,7,2.97,10,Smart TV,Drama,Europe,On-Time,Basic,No,10,38,1994,1
36,9,2.0,10,Mobile,Comedy,North America,On-Time,Basic,No,0,50,8074,5
32,10,2.82,7,Laptop,Action,Europe,Delayed,Basic,No,6,32,8706,3
10,8,2.22,10,Tablet,Romance,Europe,On-Time,Premium,No,6,32,4170,2
24,9,1.28,8,Laptop,Drama,Africa,On-Time,Standard,No,2,65,3153,5
16,9,1.12,10,Laptop,Sci-fi,Europe,On-Time,Standard,No,5,20,4703,2
28,10,1.92,9,Mobile,Romance,North America,On-Time,Basic,No,2,61,8105,1
54,7,1.96,10,Smart TV,Drama,North America,On-Time,Basic,No,2,64,9472,3
57,5,5.65,1,Mobile,Romance,North America,On-Time,Standard,No,1,48,2508,4
25,1,2.83,4,Mobile,Romance,Africa,Delayed,Standard,No,5,20,2291,1
30,10,2.21,8,Smart TV,Sci-fi,North America,On-Time,Standard,No,0,52,1770,2
55,7,5.84,8,Smart TV,Sci-fi,Europe,Delayed,Basic,No,8,38,1353,4
52,6,1.29,3,Laptop,Sci-fi,Europe,On-Time,Basic,No,5,52,1277,4
5,10,3.68,9,Smart TV,Action,Europe,Delayed,Standard,Yes,9,24,4886,1
10,8,4.05,8,Mobile,Drama,Oceania,On-Time,Basic,No,7,56,5104,1
54,1,3.29,1,Laptop,Romance,South America,On-Time,Basic,No,8,46,6841,1
56,7,2.82,10,Tablet,Romance,Africa,On-Time,Basic,No,3,43,3355,5
28,1,5.6,4,Tablet,Romance,North America,Delayed,Premium,No,3,45,5172,3
53,1,2.65,4,Tablet,Sci-fi,South America,Delayed,Basic,No,8,22,2016,3
28,8,4.06,10,Laptop,Action,North America,On-Time,Basic,No,5,35,3613,4
17,10,1.16,9,Mobile,Action,Europe,Delayed,Premium,Yes,5,26,7960,2
7,8,3.46,10,Smart TV,Comedy,South America,Delayed,Premium,Yes,0,18,3757,3
47,8,1.9,8,Mobile,Romance,South America,On-Time,Basic,No,1,56,4480,3
30,7,2.58,9,Smart TV,Drama,Asia,On-Time,Basic,No,1,28,5533,3
35,8,3.85,8,Tablet,Romance,South America,Delayed,Premium,No,6,48,4677,4
50,7,5.09,7,Tablet,Comedy,Oceania,On-Time,Basic,No,9,47,8795,5
16,8,5.42,7,Mobile,Romance,Europe,Delayed,Premium,Yes,7,67,5178,5
19,9,2.31,7,Laptop,Action,South America,On-Time,Basic,No,2,55,7746,3
49,5,1.71,2,Tablet,Sci-fi,North America,On-Time,Premium,No,2,20,6733,2
14,9,4.77,8,Laptop,Action,North America,Delayed,Premium,Yes,6,53,3202,2
33,7,5.87,9,Laptop,Romance,Africa,On-Time,Basic,No,8,38,7605,3
21,8,4.76,7,Mobile,Romance,Asia,Delayed,Premium,Yes,10,68,1357,2
24,1,5.63,4,Mobile,Drama,South America,On-Time,Standard,No,2,66,4640,3
14,6,5.23,3,Laptop,Action,Europe,On-Time,Standard,Yes,0,60,7666,5
57,10,1.52,10,Tablet,Sci-fi,North America,On-Time,Basic,No,3,68,4490,5
6,8,2.91,9,Laptop,Romance,Europe,On-Time,Standard,No,2,26,6590,1
15,9,3.09,7,Smart TV,Comedy,Africa,Delayed,Basic,Yes,1,39,9949,5
17,6,3.35,2,Mobile,Comedy,Oceania,On-Time,Standard,Yes,4,40,9194,4
18,4,5.91,6,Smart TV,Comedy,Oceania,On-Time,Basic,Yes,4,70,6177,1
12,1,5.52,4,Smart TV,Sci-fi,North America,On-Time,Basic,Yes,8,56,9921,4
26,9,1.31,8,Laptop,Comedy,South America,On-Time,Basic,No,8,53,5804,5
50,9,2.96,10,Mobile,Comedy,Oceania,On-Time,Premium,No,8,70,3978,5
24,1,2.26,1,Smart TV,Action,Oceania,On-Time,Premium,No,0,44,2089,3
24,8,3.72,8,Mobile,Romance,South America,On-Time,Basic,No,7,39,4014,4
32,8,4.24,8,Smart TV,Sci-fi,North America,On-Time,Basic,No,8,45,8739,1
50,1,4.53,1,Smart TV,Drama,South America,On-Time,Standard,No,9,49,7990,5
15,10,4.58,8,Mobile,Romance,North America,On-Time,Basic,No,1,30,3323,1
8,9,3.23,9,Laptop,Romance,Oceania,On-Time,Basic,No,0,31,9751,1
50,10,5.7,10,Laptop,Sci-fi,Europe,Delayed,Basic,No,9,19,1143,5
43,6,1.52,3,Mobile,Sci-fi,North America,On-Time,Premium,No,0,52,1899,3
36,1,2.16,3,Laptop,Sci-fi,North America,On-Time,Standard,No,3,26,9553,4
23,7,3.57,7,Tablet,Romance,Asia,On-Time,Basic,No,10,36,4783,5
2,3,2.94,3,Laptop,Sci-fi,Europe,On-Time,Basic,Yes,1,55,5944,2
11,2,1.81,2,Laptop,Comedy,Oceania,Delayed,Basic,Yes,2,63,7162,3
19,7,4.9,7,Mobile,Romance,Oceania,Delayed,Basic,Yes,7,47,3565,1
38,10,3.17,8,Smart TV,Drama,Oceania,On-Time,Basic,No,6,61,1228,5
2,9,4.24,8,Smart TV,Sci-fi,Asia,On-Time,Basic,No,5,34,5054,2
57,9,1.89,7,Mobile,Romance,South America,On-Time,Standard,No,5,67,2735,5
43,9,5.35,7,Mobile,Comedy,Africa,On-Time,Basic,No,2,40,7825,2
48,6,3.84,6,Smart TV,Romance,North America,Delayed,Standard,No,1,36,2451,3
21,3,5.43,6,Laptop,Romance,Europe,On-Time,Basic,No,7,61,9062,3
5,2,1.59,6,Laptop,Sci-fi,North America,On-Time,Standard,No,9,63,2594,2
34,9,4.26,7,Laptop,Sci-fi,South America,On-Time,Standard,No,0,67,8733,3
13,7,4.66,10,Laptop,Romance,Europe,On-Time,Standard,No,8,27,1865,1
14,9,4.17,7,Smart TV,Romance,Asia,On-Time,Premium,No,0,39,1677,1
44,6,5.34,4,Smart TV,Drama,Africa,Delayed,Basic,No,7,36,5174,4
56,3,2.16,2,Laptop,Romance,North America,On-Time,Premium,No,2,33,5384,1
26,1,3.01,2,Mobile,Action,Asia,On-Time,Basic,No,0,37,5929,5
2,10,2.51,9,Mobile,Comedy,North America,On-Time,Standard,No,3,42,2794,5
9,8,4.41,10,Mobile,Comedy,South America,Delayed,Basic,Yes,3,20,6732,2
10,10,1.11,9,Smart TV,Comedy,North America,On-Time,Standard,No,9,21,2727,1
41,10,1.64,8,Tablet,Romance,North America,On-Time,Basic,No,3,69,6520,5
19,3,1.71,4,Tablet,Drama,North America,On-Time,Basic,No,7,42,8180,2
19,9,1.17,8,Laptop,Comedy,Asia,Delayed,Basic,Yes,1,28,4921,1
36,10,4.23,9,Laptop,Action,Oceania,On-Time,Standard,No,4,49,8021,2
19,9,1.49,7,Tablet,Romance,Europe,Delayed,Basic,Yes,7,61,5585,3
2,6,4.6,5,Tablet,Drama,South America,On-Time,Basic,No,6,64,6919,3
26,9,1.37,7,Laptop,Romance,North America,On-Time,Basic,No,5,41,8736,1
3,10,5.21,8,Tablet,Action,Africa,On-Time,Basic,No,10,22,2225,1
32,9,4.85,8,Smart TV,Action,Africa,On-Time,Premium,No,0,41,6066,1
16,9,2.15,9,Laptop,Drama,North America,On-Time,Basic,No,3,63,5083,1
37,9,4.64,9,Laptop,Sci-fi,Asia,Delayed,Basic,No,9,67,4496,4
39,4,4.24,5,Tablet,Action,Europe,On-Time,Basic,No,7,41,8133,3
28,9,1.67,8,Tablet,Action,Oceania,Delayed,Basic,No,3,60,4585,2
19,9,5.69,7,Tablet,Sci-fi,North America,On-Time,Basic,No,5,68,4799,5
49,7,1.61,10,Smart TV,Sci-fi,Africa,On-Time,Basic,No,7,34,2404,4
31,8,3.37,7,Mobile,Action,Europe,On-Time,Basic,No,3,31,5878,3
42,7,3.49,9,Mobile,Action,Asia,On-Time,Standard,No,5,52,7472,3
55,2,3.19,6,Smart TV,Romance,South America,Delayed,Premium,No,9,40,3738,3
34,8,4.16,7,Mobile,Drama,Europe,On-Time,Basic,No,2,65,7374,1
29,8,4.12,8,Tablet,Drama,Europe,On-Time,Standard,No,2,56,7078,5
19,10,5.11,9,Tablet,Romance,North America,On-Time,Standard,No,2,35,9127,2
48,10,2.44,8,Tablet,Action,Oceania,On-Time,Standard,No,1,52,1865,5
56,2,3.64,5,Laptop,Comedy,South America,Delayed,Basic,No,3,62,7868,5
22,10,2.68,7,Smart TV,Sci-fi,North America,On-Time,Basic,No,8,69,5166,4
14,7,5.04,10,Laptop,Drama,Asia,On-Time,Premium,No,3,34,4172,3
52,9,5.22,7,Mobile,Sci-fi,Africa,On-Time,Basic,No,9,38,1493,4
30,5,3.63,6,Mobile,Romance,Africa,On-Time,Basic,No,0,65,1430,3
6,9,5.92,9,Laptop,Comedy,Asia,On-Time,Basic,No,7,58,3521,1
27,7,3.9,9,Mobile,Sci-fi,North America,On-Time,Basic,No,9,38,3568,5
36,5,2.73,3,Tablet,Comedy,Asia,On-Time,Basic,No,3,25,9492,3
7,9,5.96,10,Smart TV,Action,Europe,On-Time,Basic,No,9,36,8163,2
13,3,2.73,5,Smart TV,Comedy,Africa,On-Time,Standard,No,1,34,3237,1
6,9,4.83,10,Mobile,Comedy,North America,On-Time,Basic,No,3,36,2842,4
50,1,5.12,1,Laptop,Drama,North America,On-Time,Basic,No,1,36,1169,2
3,9,2.38,7,Laptop,Comedy,Africa,On-Time,Basic,No,9,21,8122,3
14,10,4.06,8,Laptop,Comedy,Asia,On-Time,Basic,No,0,21,4074,5
33,8,1.27,10,Smart TV,Drama,Oceania,On-Time,Basic,No,6,27,8862,3
10,2,3.26,6,Mobile,Sci-fi,Asia,On-Time,Premium,No,6,66,6386,5
59,8,3.24,10,Smart TV,Action,North America,On-Time,Premium,No,4,20,5959,3
22,8,5.98,7,Smart TV,Comedy,Asia,On-Time,Basic,No,8,36,4475,5
54,9,5.89,9,Tablet,Drama,Oceania,Delayed,Basic,No,9,34,1958,5
60,1,1.71,1,Smart TV,Action,Oceania,On-Time,Standard,No,3,69,2997,2
6,9,4.05,9,Tablet,Romance,Europe,On-Time,Premium,No,10,24,9355,5
14,7,4.21,10,Tablet,Action,Africa,Delayed,Basic,Yes,8,39,4454,5
49,7,3.52,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,9,22,9913,2
22,8,4.83,9,Laptop,Romance,Europe,On-Time,Basic,No,5,29,3569,5
19,3,4.87,2,Tablet,Action,Oceania,On-Time,Standard,No,7,65,7337,5
26,10,1.03,7,Smart TV,Action,South America,On-Time,Basic,No,4,35,2888,4
8,1,4.62,6,Smart TV,Sci-fi,South America,On-Time,Basic,Yes,10,46,5498,2
43,1,5.26,1,Tablet,Romance,Europe,On-Time,Standard,No,5,51,2153,1
28,9,3.52,10,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,0,57,1574,2
22,8,5.01,8,Tablet,Sci-fi,Oceania,On-Time,Basic,No,0,27,3887,1
44,8,1.23,9,Mobile,Action,Oceania,On-Time,Premium,No,5,48,5442,1
22,8,3.98,7,Smart TV,Sci-fi,Europe,On-Time,Basic,No,1,37,5078,5
55,5,4.33,2,Laptop,Drama,Oceania,On-Time,Premium,No,3,62,8471,3
59,10,2.95,10,Tablet,Comedy,South America,On-Time,Basic,No,2,40,3948,1
54,6,4.51,6,Laptop,Comedy,Asia,Delayed,Basic,No,1,62,8722,2
9,8,2.82,7,Smart TV,Action,Europe,On-Time,Premium,No,3,49,1756,2
31,7,4.5,10,Mobile,Comedy,Asia,On-Time,Premium,No,6,67,1306,3
17,9,4.05,7,Tablet,Drama,Oceania,On-Time,Premium,No,1,44,9050,3
40,10,1.12,7,Smart TV,Comedy,Europe,On-Time,Standard,No,0,44,3448,3
9,9,3.33,9,Mobile,Comedy,Asia,On-Time,Premium,No,3,68,4728,2
48,7,1.58,10,Smart TV,Comedy,Oceania,On-Time,Premium,No,6,59,8414,1
8,4,5.02,4,Mobile,Action,Africa,On-Time,Basic,No,4,65,4783,3
